,review_text,review_date,review_star_rating,reviewer_city,review_useful_count,review_funny_count,review_cool_count
333,"There are, in fact, some decent desi joints in central downtown Toronto. Who knew?This place is so yummy, and the absolute only Indian restaurant I am willing to eat at in my hood, that will satisfy my cravings for some yummy khana (urdu for food, just had to throw in a bit of brown people talk). My two fav. veggie options (which many Indian restaurants SKIP) are both available, (btw, they are Baingan Bharta and Malai Kofta) and the pricing is decent, there is a nice little patio, and it's just delicious. Go there. It's good.",2011-07-06,5.0,Toronto,0,1,0
334,"Ever since Nataraj closed, I've been on the lookout for a good Indian place. Time and time again, Banjara comes up as one of the best in the city. I hope it isn't true. The food has no flavour and is way too oily, and the naan is not memorable at all. Why do people like this place so much?",2014-04-22,2.0,Toronto,0,0,0
335,"Best chicken korma ever! Me n hubby even stopped eating butter chicken. I highly, highly recommend it, it's an easy addiction.love it!!!",2014-10-06,5.0,Toronto,0,0,0
336,"My neighbour told me about Banjara when they opened up, so we went and reallly liked it. I even told people about it and they liked it too.BUT..it changed..things went blend ( we figured the cook left )Now it's just another OK indian restaurant",2011-04-17,3.0,York,0,0,1
337,"I choose this place based on all the other good reviews on yelp. I ordered delivery and I decided at 5pm what I wanted and when, so I placed the order at 5pm for delivery at 8pm. My food arrived by 9pm and was colder than I would have liked. The quality of the food itself is good, however I would not recommend ordering delivery from this place considering that they are not capable of delivering on time and hot food, however if you go to their restaurant I'm sure you won't be disappointed.",2016-04-08,3.0,Toronto,0,0,0
338,"Ate here last night, for maybe the fourth time--we usually pick Madras Masala next door (in general, it's good for 4 stars), but since it was rainy we picked Banjara because the inside atmosphere is a little nicer.That's the only possible reason to pick it over Madras Masala, though. We might have been a bit late, but the service was brusque and rushing. The server cleared my partner's plate while she was still holding her fork and chewing on a mouthful, which I thought was appalling. We had a pitcher of draught beer that was definitely not fresh. The beer and the rush aside, the food was perfectly decent, compared to (in my experience) any other Indian restaurant of its kind--but nothing we've had here has ever been exceptional, and I'm not sure that the people who rave about the food here get out much.",2013-08-31,2.0,Toronto,1,0,0
339,A good standby. Simple Indian but tasty. Our usual when we don't want to trek to Little India,2014-05-25,4.0,Toronto,0,0,0
340,"I ordered the chicken madras and daal with spinach. Despite the place being fairly busy which gave me the impression that the food is good, the food taste was nothing above average. The chicken madras tasted bland and the daal with spinach gave me an upset stomach. The aloo kulcha was good though!",2015-07-30,2.0,Ottawa,1,0,0
341,"The food is pretty darned good by North American standards (I am from India and most of the time I find Indian food here disappointing). I especially recommend the tandoori salmon. It isn't ""authentic"" so to speak (I'd classify it more as an ""interpretation"" of Indian Tandoori) but it tastes great nevertheless. The servers are always friendly, the restaurant has quite a lot of seating and they even deliver as far as high park! I am a fan of this place and I would definitely go back!",2014-05-18,4.0,The Beach,0,0,0
342,"We have tried this place twice in a two years gap. First time didn't like it at all so after two years we decided to give it another try. The food is acceptable and you can make a combo dish to try different options. We have tried Palak paneer (not creamy and strong taste of fried onion), butter chicken  meets your basic expectation, chicken tandoori is tasty but a bit moist. Lamb madras was the best dish that we tried. Great combination of taste and texture. Do not expect any sort of service in here (although the calling button system is good). There is no food presentation. Everything in our combo was mixed together. Our waitress poured the food on my friend and she did not care at all! With the price you pay, you can't expect much. I am not getting into the bugs and strong smell of the burnt oil inside. Try to get a table outside. Make sure to ask for your gulab jamun to be heated, otherwise you will be given a cold, stale piece. I might visit this place once more in two years again.",2016-07-29,3.0,Toronto,0,0,0
343,My cousin and his gf took me here for my birthday. The combo platter is amazing and a ton of good food. We each got one and samosas and a pitcher of beer and it was $75. Will definitely be making a trip back here.,2016-07-12,5.0,Toronto,0,0,0
344,"Whenever we order delivery it's from Banjara. Delicious Indian, at a great value. We've ordered from there for years, and have never been disappointed. The Baingan Bharta is delicious, as is the butter chicken and palak paneer. Definitely a solid Indian option.",2014-07-10,4.0,Toronto,0,0,0
345,"Ordered delivery once, it was decent enough, I liked the option of the combo platter.  Upon ordering delivery a second time, they informed me that it would take 90 minutes, so I told them I would like to cancel the order, as that was too long. They proceeded to charged my credit card and put through the transaction, four days later, still no refund on my credit card. I contacted them yesterday, and they said it would be refunded (when? Who knows!). They didn't seem to have an explanation for why they charged the credit card and closed the transaction in the first place. Irresponsible business practices in my opinion, I will not be ordering from here again, it's a shame, because the food is not that bad.",2013-06-15,1.0,Toronto,1,0,0
346,Evrything is perfect except garlic naan. It is as same as butter naan. Service and food is perfect,2016-05-31,4.0,Toronto,0,0,0
347,"My dining companion brought me here proclaiming that it was among the best Indian food he's ever had. Though I had high hopes coming in, I'm happy to say they were met and even exceeded.The restaurant was fairly empty (Saturday lunch), so the service was prompt and attentive. The sweet lassi was deliciously tart and refreshing. I had the butter chicken combo. Everything on that plate, from the exquisitely seasoned dal to the delightful rice pudding and, of course, the divine butter chicken was perfect. My friend ordered the paneer makhani. They mistakenly brought him palak paneer, and quickly remedied their error by bringing both dishes, and a free side of pakora. Two meals and an appetizer for the price of one...not bad. Both of his dishes as well were phenomenal.All in all a fantastic experience, and I will definitely be back the next time I'm in the city!",2013-12-28,5.0,London,0,0,0
348,Wholesome and healthy.  I know they cook everything from scratch because I can taste the raw ingrediants in their dishes as opposed  to opening a masala packet and seasoning the veggies with that. The waitresses are sweet and put you at ease as opposed to some high end restaurants where the waitresses have their noses up their asses.,2014-04-14,5.0,Toronto,0,0,0
349,There`s not much to the service or aesthetic  appeal here but the food is just so great. They seem to get it just right as it is usually always packed towards dinner time. It used to have weird hours during the day so I would be sure to double check.,2013-02-03,5.0,Toronto,1,1,0
350,"I'm going to have to bump this up a star from my last review, after revisiting it last night.  The food was delicious, by and large (yes, back off on the salt in the poppadums, and the garlic naan has a hard edge to the garlic), including the much-beloved mutter paneer.  Service was very fast and pleasant, if a bit hover-y, and the value was great.  Good cheap wine list.",2013-08-01,4.0,Toronto,0,0,0
351,Love this place. Every dish I've tried has been really delicious. Mmm!,2013-09-29,5.0,Toronto,0,0,0
352,"Long wait unjustified for cold, mediocre food in an unsanitary space. Worst service in memory. The restrooms are disgusting and rotting flowers not bothered to be changed. Unkempt waitress. Lacking pride in food. Need to revisit why so many seem to have loved them. Not up to snuff.",2016-02-19,1.0,Augusta,0,0,0
353,"I have ordered Indian food from many places in many cities and I have to admit that the service here is top-notch.  As we waited for out take-out order, we were asked a few times if we wanted water and they even brought out papad (papadum).  2 stars for service!!1 star for food: We ordered malai kofta and baingan bartha and while both dishes were good the food was not memorable. The kofta were very hard and that is not okay for this dish. The eggplant dish was good but again nothing special.  The papad we were given with take-out was broken in small pieces and I ended up adding it to my malai kofta gravy when I ran out of naan.But do give this place a try and be your own judge.  I have extremely high standards for Indian food since I cook it at home and have some good Indian food available in NYC.",2013-06-04,3.0,ASTORIA,0,0,0
354,"Good take-out Indian at affordable prices.  Portions are generous, and food is not overly oily or salty, which I find to be the case at many Indian places.  They have plenty of veg selections, I love the okra dish.   It is a bit light on the spice, but perhaps I just haven't ordered the spicier dishes.  I also love the little container of rice pudding that you get with take-out meals.",2013-02-03,3.0,Toronto,0,0,1
355,"Best indian flavours @ this side of the globe. Cool stuff also. And because they are super busy, it only can be fresh",2015-12-19,5.0,Toronto,0,0,0
356,Bad service.  Food is a little more authentic than most indian restaurants downtown and full of spices but was a little disappointing.,2014-11-14,2.0,Toronto,1,0,0
357,"The food quality is great. Their naans are superb. If you look for ambiance, forget about this place.",2015-01-03,4.0,Ryerson,0,1,0
358,"I don't usually eat Indian food but when I do, I go to Banjara! They have one of the best lamb dishes~",2012-09-28,4.0,San Jose,1,0,0
359,"Have yet to find a butter chicken anywhere in the city that comes close to the Banjara butter chicken. I'm a spice wimp, so I always get the mild and mix it with an order of their plain rice.Adore this place, just wish I could afford to order in more often---!I keep buying jar after jar of grocery store butter chicken sauce looking for something that even comes close, and... it just can't.",2013-10-06,5.0,Toronto,0,0,0
360,"Banjara is located conveniently just a stones throw from Christie pits and is one of the the best Indian restaurant in the city, not only because of it's incredibly authentic and masterfully cooked food, but because of its location and incredible efficiency and track record as a well run restaurant. Aside from the perfect blend of spices and sauces that only a well trained Chef from India possesses, you can always expect your lamb to be tender and your butter chicken to practically melt in your mouth as you close your eyes and try to envision a better example of perfect Indian cuisine. Personally, I have a hard time putting it beneath any Indian cuisine I have had in my life. As a restaurant, it abides by the old fashion sentiment that the customer is king and you can always count on a fast take out time and amazing service if you decide to dine in it's classically designed dining room. This place is an absolute institution in Toronto because to find anything comparable you really need to go little India which isn't the most accessible area for people who live downtown but probably a little more accessible than going to India itself...Be prepared for an explosion of flavors and sensations if you eat here because they will not skimp on the spices unless you request differently.",2012-03-15,5.0,Toronto,1,3,1
361,"absolutely wonderful, divine food...outstanding service as in efficient, pleasant, gets the food on your table service...not the fake ""hello i am your hostess/host and will be taking care of you this evening"" type of artificial ""service""...excellent...have never been disappointed...cannot praise this restaurant enough.",2017-10-29,5.0,Old Toronto,0,0,0
362,"Love this place! Whenever I need to satisfy my craving for Indian food, this is my place. I get the butter chicken, baingan bharta, and lamb masala every time. The meat is tender and each dish oh-so flavourful. The naan is soft and fresh and there is nothing like a piece of this drenched in butter chicken sauce. Heaven! My mouth is watering just thinking about it! It is a small place with long lines on Friday and Saturday nights, but this is the only part where they lose points. The staff are really friendly and the service is quick. The prices are very reasonable and they give good sized portions, enough for lunch the next day. I feel a craving coming on, I think I know where I'm headed tonight...",2013-01-07,4.0,Newmarket,0,0,0
363,Used to come here all the time. I think they've become complacent and the service really proves that. Their butter chicken is my favourite in the city.,2015-06-01,3.0,Toronto,0,0,0
364,"Went to Banjara after reading the reviews. I'm Indian and I was somewhat disappointed. The food was average. I expected better considering it had been ranked best in Toronto. I guess people's perception of good food varies.In any event, the breads (naans, poori's, roti's) were excellent. I did not recognize the Chicken Tikka Masala and when I asked a waitress she had to confirm it was Chicken Tikka Masala by asking another waiter. It was not chicken tikka masala as the world knows it but it was good. Chicken Korma was bland with no flavor. Service was good and the prices were fair.I would eat there again if it were convenient but would not look to go there specifically.",2012-10-15,3.0,Cranston,0,1,0
365,"We went here for a friend's birthday a few weeks ago. I typically do not like Indian food, but was so stuffed and impressed by everything I ate! Not outrageously priced, and a huge variety of foods to choose from.The place is packed, and I can see people having an issue with seating arrangements, but man. The food just trumps everything else. We shared four main dishes, two appetizers, and naan for the table. All delicious, and we even had left overs. The chickpea batter cauliflower was a nice surprise!I will definitely be going back. But not to the place next to it, which just doesn't look as appetizing.",2010-10-11,5.0,Toronto,3,0,1
366,I had a yelp day today and chose this place as it was the best reviewed Indian restaurant in Toronto. I have to say that am always amazed at how every Indian restaurant has their own take on classic Indian cuisine. I always order the same thing (chicken tika massaala) and it seems to be different at every place I go to. That being said I just love Banjara's take on my favorite dish. Not to creamy not too spicy...just right. Overall I was very impressed with this place. The menu was pretty comprehensive and not too pricy. The onion bargi and the samosas are definitely worth a try. The décor is a bit shabby and yes it is cramped but then I really do not expect much else when I go out for Indian. Definitely worth another visit.,2010-01-18,4.0,FL,2,0,2
367,"I went to this restaurant when it used to be on Yonge St.  I thought it had closed and was so sad - but later found it on Bloor!  The food is fantastic - real chicken (not the bitlets), great sauces, the variety and prices can't be beat.  And for those downtowner's with a car, there is parking.    Although it has lost the cute family touch, the servers are still really nice.",2010-08-31,5.0,Toronto,2,0,2
368,"Banjara Indian Cuisine sits neatly tucked on the south-west corner of Christie Pitts park, in a location once occupied by a second-rate coffee shop called 'Coffee Tip'.  The mater paneer is creamy with a hint of sweetness, the daal curry melts in your mouth and the bainngan bharta has just enough spice to motivate your hand to reach for a kingfisher.  The naan is perfect.  The atmosphere continues to improve since their opening in or about 2005.  There is no doubt that Banjara is the best indian place west of Yonge - and a case could be made that it tops the list city wide.",2009-07-11,5.0,Toronto,2,0,1
369,Great service and great food.  Our order arrived within five minutes of ordering.  Must try the lamb Roganjosh.  Also large vegetarian selection.,2012-04-30,4.0,Toronto,1,0,0
370,"There`s not much more that I can want from a local Indian restaurant.  Top quality food consistently, decent atmosphere despite the quirkiness of the former donut shop, very attentive service.  Eat-in or take-out, quality is always excellent.Favs: shrimp makhani & the baingan bharta.",2010-08-28,5.0,Toronto,2,0,1
371,"I haven't yet had the opportunity to eat in at this place but we got take out once after a long day of moving, and it was fan-tastic. And the folks organizing the pick up food were pleasant and speedy. I look forward to a chance to eat in the restaurant.",2010-06-01,4.0,Toronto,2,0,0
372,"We love this place and always come back to it as our favourite Indian restaurant. It's clean, the service is professional and the food is delicious. I also wanted to say that one time I left my purse on the back of the chair, and got downtown, realized I didn't have it, and called them. They told me not to worry, they'd kept it behind the counter for me. I picked it up late that night, even got there after closing. I appreciate that!!The only thing that keeps it from five starts for me are: It's so close to traffic and the parking lot. Would be so nice to have a better view from the terrace. Also, we often have to wait... but that's also a good thing because so many people love it! Good food, great place!",2013-05-22,4.0,Toronto,0,0,0
373,"Very good, reasonably priced food.  The owner is extremely gracious and accommodating with his customers.",2008-12-26,5.0,Richmond Hill,2,0,0
374,"had the pala paneer and chicken..something.really very good.the palak dish was on the milder side of spices, but they made it at a good level spice- they let you choose.  i chose hot, as opposed to the hottest choice, ""very hot""it was spicy enough to be tasty but not too spicy to overpower the flavour.the chicken was VERY good.I suggest you eat the meat dishes here..the spices seem to pack more punch.just shy of a five star place, for me.",2009-11-13,4.0,Vancouver,1,1,1
375,"I was skeptical at first, but now I want to go to this place all the time! The lineups, especially during the warmer months are not for nothing. I've been with just 2 of us or a bigger group (too bad they don't do reservations) but the service was good every time. Delivery takes a bit long, but soooo worth it.The food is amazing. There really isn't much else to say. My go to dishes are butter chicken, rice, naan, veggie pakoras and this vegetable dish that I can't remember the name of.The only downside is that I have had a stomach ache after eating there. However, I don't think it's because of bad food, but rather my inexperienced stomach putting up a fight.Go there.",2011-12-17,4.0,Toronto,1,1,1
376,"I'd been wanting to try this place for a good while.  My dreams were satisfied, last night!  Had a great, quiet dinner on the patio, nice cold beer, attentive service and delicious food.  I had the chicken combo plate (I chose butter chicken for my dish), which came with amazingly fluffy & delicious rice, the cauliflower & potato dish, some crunchy tastiness and rice pudding.  And a perfectly-sized naan.  For $13.99, looked like it was less during the lunch sitting.  The food was all fresh and delicious, with generous portions.  I will definitely be back.",2012-09-11,4.0,Toronto,0,0,0
377,"Now that I've been out on the town, I'd rather go with two stars cuz: Meh. I HAVE experienced better. But for its price point, it's pretty decent. Don't understand the fuss about it though.",2012-04-15,2.0,Toronto,0,0,1
378,"This is the default Indian restaurant I go to when I'm in Toronto.  And not just because it's close to where I stay.Walking to this establishment, you can smell the delicious cooking from blocks away.  The neighbors must go out of their mind.Everything I've tried on the menu was delicious and reasonably priced.  Everything from the Chicken Vindaloo to the Matter Paneer.   One notable thing on the menu is their quick combo platters, especially if you're stopping in for lunch.  You get this HUGE plate full of rice, meal, salad, and dessert from 8 - 10 bucks.  For a little lunch item, I wind up bagging the leftovers for dinner.",2011-06-24,5.0,Philadelphia,0,2,2
379,"Following rave reviews by our friends and checking the overly positive reviews on Yelp we chose this local North Indian eatery for dinner on a Friday night.  It is excellently located in downtown Toronto at Bloor and Christie and has ample off street parking.Arriving at 8 pm we (four of us) waited more than 40 minutes for a table.  Worth the wait we all agreed as the full and friendly room promised a lovely evening.Our evening was lovely but no thanks to the food or service.Service started out fine but when we all had our food on the table, distributed to our plates and no naan or roti on the table we had to get someone's attention to point out the oversight.  The room was very noisy so we had trouble getting anyone's attention but then bread was immediately provided.We ordered five dishes, 3 meats and two veggies.  The tandori chicken was dry and overdone, the butter chicken was sparse and not very creamy and the eggplant dish was a bowl of warrm mush with a vague sense of indian spices.  The aloo gobi was satisfactory (hard to screw that one up) and the rogan josh was not tender enough but ok.The bread (garlic naan) was too thin and too light in flavor for our taste.We had a lovely evening because of the warm atmosphere and excellent company but the meal itself did not satisfy and we thought was highly over rated.",2009-09-26,2.0,North York,1,0,1
380,"I've ordered from here before and always had a pretty good experience which is why I decided to try it again. The biggest disappointment was that our food took two hours to be delivered...and this is after calling at the 1 1/2 hour mark to inquire where it was, so it took yet another half an hour after that. The food was warm, not hot. The rice (saffron) was nasty and almost had a chemical taste to it. I ordered all dishes to be made with medium spice and it all came obviously mild and bland...yes, this Indian food was bland. I didn't know that was even possible. Anyways, never again. I'll stick to my local Indian place that unfortunately doesn't deliver, but is worth the effort to get quality food and service.",2013-12-27,1.0,Toronto,1,0,0
381,We had the Butter Chicken dinner and the Rogan Josh Beef dinner. Reasonable prices and quality. Pleasant and timely service.,2014-10-04,3.0,Toronto,0,0,0
382,Quite possibly the best curry in Toronto.,2009-01-06,5.0,Toronto,1,0,0
383,If you are looking for no frills standard Indian cuisine that is good this is the place to go to. The prices are dead on and the dishes typically do not disappoint.,2012-07-17,4.0,Toronto,0,0,0
384,We came here on a cold Dec night as our  visit in the summer was memorable with a delish mango lassi and some good Indian food enjoyed on the patio.  This time around the spicy eggplant was good but the lentil and spinach dish was bland.  Lamb rog josh was ok although lamb was almost cooked too long.  It tasted like it was cooked separately and then added to the sauce at the time you ordered it.  Generous portions and took leftovers home.  Got quite busy after 7pm and the service was attentive.,2012-01-04,3.0,Oakville,0,0,1
385,"Loved it. Service was good except for they forgot to bring us our side yoghurt, but not a big deal. We ordered.. Chicken Pakora, the batter was done really nicely, full of flavour.Garlic Rice (was good, but just okay).Chili Chicken which was impressive and I would recommend it.Lamb Korma was good, the sauce was good and lamb was moist.And of course, the Naan, we got butter and a Keema naan. The butter naan was so delicious, I would recommend just getting a few of those instead. There are some condiments on the table that you can use to top over bread or rice, but to be honest I am not sure what they were, one was a bit sweet and the other was like a yoghurt mint/spinach type thing. Both enjoyable. Not a huge beer selection on tap but we managed :)This place was packed on the Saturday night we went, and we were lucky to slip in without a reservation and not long of a wait (only 2 of us though).I will be going back to this place, I am excited to try more things and I am already craving their butter naan, so fluffy and satisfying.",2014-10-26,4.0,Toronto,0,0,0
386,"We had two curry dishes and two apps.It was all terrific. Arrived fast and hot and in generous portions. The spicing was just right. Great speedy and friendly service. The restaurant was clean, organized but also cozy. Great place!",2014-10-18,5.0,Toronto,0,0,0
387,"Won't be returning. Worst Indian meal ever. This place used to be fantastic but tonight everything was off. We have always gotten butter chicken and palak paneer, onion bhajis. I can only think the main chef was off tonight or something but everything tasted bland and terrible.",2014-10-08,1.0,Toronto,0,0,0
388,"Came here to see what all the rave was about.  I'm happy to say I was not disappointed.  Every morsel from the garlic naan to butter chicken, even the indian mixed pickles was amazing.  I'm now a firm believer of the theory that the dirtier the restaurant, the better the food.",2010-04-25,5.0,Etobicoke,0,1,0
389,"Ordered butter chicken, chicken masala, garlic naan and plain rice to my home. Butter chicken was good, the others were ok, however, I was fairly disappointed when it took over 2HOURS for delivery of the food.",2014-09-27,3.0,San Francisco,0,0,0
390,I really an enjoy the food here and I want to continue loving it. But I ordered a chicken curry last night and found 3 long hairs in it and that has me concerned about the sanitary conditions of the kitchen.,2014-03-29,3.0,Toronto,0,0,0
391,"This place is a little bit on the pricey end but I HIGHLY recommend their full tandoori chicken - ask for it spicy, about $20 and delicious definitely a comfortable quantity for two",2014-09-13,4.0,Toronto,0,0,0
392,"Take out showed up promptly and was delicious!!  We enjoyed palak paneer, aloo gobi, daal makhala, palao rice and naan. They added free wonderful papadum.I highly recommend!!",2011-01-15,5.0,Toronto,0,0,1
393,Best indian in downtown core.  But I should say we always do take-out -- inside is a little shabby/crowded.,2014-05-19,4.0,Toronto,0,0,0
394,"I was looking for a place for Indian buffet (I think it's a better deal that way so I can try many dishes at once) and came across Banjara on blogto's list of best Indian buffet and the positive reviews here on yelp. I have walked by the Christie Pit location several times and love the alluring aroma.So one Saturday my husband and I decided to give their buffet a try. However, we were disappointed to find that there is no buffet served at this location once we got there. It is apparently only available at the Eglinton location according to the staff that greeted us. I know on my part, I could have called to make sure, but I just trusted their website, which did not state that buffet was not available here. We still wanted Indian buffet and there was nothing else that interested us in the area so we took the TTC back down to Queen St and went to Little India (which was excellent and I highly recommend it). We were quite hungry and wanted something closer than trekking up to Eglinton. We are also too annoyed to trek up to Eglinton.So no buffet served here and they should correct their website information and save some people's inconvenience (and wasting their TTC tokens) by simply adding a few more words in there. I do still have faith in their food and believe they must have some pretty decent Indian food so to be fair, I will give them 3 star, which I think it's pretty generous considering how annoyed and hungry we were that day. If I ever try their buffet at the Eglinton location, I may upgrade the rating.",2011-09-24,3.0,Toronto,0,0,0
395,Best Indian in T.O. Excellent delivery. Seriously tastey!,2010-04-07,5.0,Toronto,0,0,0
396,Went to Banjara for a friends going away tonight. Had always wondered about this no thrills looking establishment right next to Christie Pits. However appearances can always be deceiving. Definately was tasty. Having a table of 11 definately helps as everyone ordered one dish and then passed it around. Definately order some rice and Naan to fill out the dinner. I have to say no dish disappointed and service was excellent. They have a nice patio outside which might have been the better deal as the inside was alittle hot but not unbearable. Reasonably priced.,2011-08-16,4.0,Toronto,0,0,0
397,They are always the best as far as service is concerned. Be it in their restaurant or at home you can always expect top knotch service. Can't do better than that in Toronto when it comes to Indian food ya know,2008-12-01,5.0,Toronto,0,0,0
398,This place has amazing Indian food. It's even better when you eat in. Get the vegetarian bryani instead of white rice.,2009-07-17,5.0,Vancouver,0,0,0
399,"This place would have received a much better rating from me if the service had been the least bit better.My partner and a friend ate here last night.  There were about 5-6 young girls working the floor, watching tables like hawks and making it feel all around uncomfortable.  They snatched up out plates and glasses the second we had finished and were not apologetic after forgetting my friends meal.  Instead they acted as if it was just coming later but it obviously wasn't as we had to ask about it. The food was good.  It was rich and flavourful, the naan was a good size as well as the rice dishes.  The lamb dish I has was tender and delicious, the butter chicken my partner had was good, the chunks of chicken were a little too big, and the paneer dish our friend had was delicious but tasted different from normal (she has had it many times before), maybe because they had forgot it and had to throw it together quickly.  What makes me give them a 2 star rating is at the end of the meal we were actually told to leave because there were tables waiting.  We had been there an hour and a half, not extraordinarily long, and there was a table of 4 2 tables over that had been there longer and were not asked to leave.  This is the best way to loose business and not get tipped.  Any good restaurant that wants return customers does not do this.  I will not be going back to dine here, maybe get take out.This place needs to train their staff and get real servers that respect customers and don't kick your customers out.",2012-10-24,2.0,Toronto,3,0,0
400,Wow.. this place is so good for the cost! We always get the quick combo platters... there's so much food for 15$ (you could probably split it with someone) and quite good.,2012-02-11,4.0,Etobicoke,0,0,0
401,"Let me start by stating that most items on the menu are good..the chicken biryani is a must have! The service is another story altogether - it's below par and don't even get me started on their delivery standards. As an extremely regular customer both dining/ordering in, they could really use some training in the customer service department. Plastic bits found in food, meat in their veg dishes and late delivery times do not mean a thing to the staff - all you get is a shrug or some smug response. Oh btw one of their delivery guys questioned me regarding my tip and how he drove a bazillion kms to get to me on a cold cold night (5km to be exact and we're in Canada..the cold, really?!) I based it on the horrible service I received that night  what with staff in the background contemplating the distance and minimum delivery charges (which changes in accordance to who you get on the line). Why did u agree to come out this 'far' 2 years ago when I first started ordering in? All I can say is go for the food ... and only the food!",2014-01-23,2.0,Downtown Core,0,0,0
402,"Hands down my favourite indian restaurant in Toronto. Solid, well rounded spice, available authentically hot. Good ingredients and variety on the menu, decent atmosphere and fair prices. I particularly like the okra and daal makhani. Fresh and not overly oily. It's not the best indian i've had in my life, but it's the best i've found in Toronto.",2012-10-02,5.0,Toronto,1,0,0
403,"I am torn whether to give this restaurant two or three stars. The food was alright, but not up to the high standards of Toronto Indian fare. Granted, my meal was inexpensive and the portions were huge, but the taste was lacking. The woman who seated us was wonderful. If she was a host, I hope she will be promoted to a serving position. Our server, however, was terrible. She scoffed at my husband when he said he wanted his meal to be spicy. When his food came, it wasn't what he ordered. We didn't want to bring it up, partially because our server was moody and partially because we'd discussed trying something new anyway. After we received our food, our server continued to act like she detested our presence and didn't speak another word other than when she came to clear our plates. At that time, I asked for a to-go box. After I had cleared my leftovers into the box, our server took all the plates except for my husband's (because he was clearing his food into the to-go box as well) and then stood, watching my husband, with a scowl on her face until he was done. When she brought our cheque, again, she said absolutely nothing. Finally, she glared at me, without saying a word, the entire time my card was running. We're polite customers and since I've spent a lot of time working in the service industry, I'm well aware what it is like to be a server and how customers should act. That said, I'm wholly confident that we did nothing to provoke our server to act like we took a wiz on her parade. The whole experience was weird. It seemed like the other servers were much nicer and I wonder if we just came on an off night for the food. Regardless, I doubt we'll be back, since there are too many other options in this city to justify giving someplace sub-par a second chance.",2013-01-17,2.0,Toronto,0,0,0
404,"The food at Banjara is amazing. I usually can't handle much spice, so I have to opt for the mild, but the flavour is still rich and nuanced. However, the price point is on the mid to high end, but there are cheap and affordable options (like the dinner combo!). I've never eaten in-restaurant, only gotten take-out but my interactions with the staff vary. They can be a bit disorganized. Not the most service-oriented place, but the food and okay price make this place worth visiting.",2013-05-30,3.0,Toronto,0,0,0
405,"WOW! This place was REALLY GOOD!!!I've passed by this spot a million times going in/out/through Koreatown and while it's been many things over the years, I believe Banjara has been in this spot for some time now and is probably there to stay. I was in the mood for some good Indian and my only experience with the place was at some send-off party for a colleague a while back where some of the food was catered by Banjara, though I could not say what was and what wasn't. We were trying to figure out where to take our mama to eat when my brother suggested we try Banjara as he'd heard that their butter chicken was good. I had to Yelp it to see what others were saying and it seemed to be a go, so off we went (the time of day was also a factor since it was rush-hour). The first good sign was that the parking lot was full (not a problem at all, just park on Crawford, its cross-street). There is a lot of seating on their patio, though I did not care to sit outside in the humidity. I was actually expecting a dumpy place with good food, but when you step into the patio area to enter the restaurant, the setup/condition isn't bad at all. I was pleasantly surprised; it wasn't dingy and the staff were all really nice and friendly--which, those factors + good food are really what matter more than fancy decor and a pretentious crowd anyway. The crowd was a mixed bag and the place started to fill up pretty quickly once 6pm rolled around. There was also constant foot traffic of those doing take-out and I can totally see why. The smells emanating from the kitchen were quite noticeable but in a good way. I was ready to eat after a few sniffs of what promised to be nothing but goodness.As our mom is still new to Indian food, we ordered the safe items while munching on the papadums they lay on our table. The dishes we ordered are ones that can more or less be found among the many possibilities at the standard Indian buffet:- butter chicken: very tasty, just the right balance of spice and creaminess; contained juicy pieces of tandoori chicken- paneer: the soft chunks of cheese were dee-lish and the sauce dense with spinach- chicken biryani: wonderfully spiced with chunks of dark meat- beef vindaloo: my bro commented that it would probably be better with lamb or goat (neither of which am I a fan) which is probably quite true. We opted for the third degree of their four-pepper scale and it was actually extremely mild. We like our spice but weren't sure what the others could handle though we thought 3 / 4 would still be living on the edge. It wasn't, and it was just 'alright': soft pieces of stewed brisket meat was plentiful though...- (plain) naan: REALLY GOOD, fluffy and full of flavour, though the very bottom piece was a little oilier than I like as it seemed to be soaking up the grease from the top layers but hey, a little grease is forgiveable! I liked that it didn't turn into floorboard once it cooled, the way it does at some places--maybe the stiffness-when-cooled trait comes from sloppily overcrisping (ie, burning) it?- mango lassi: I've never had such a thick mango lassi and it was more mango than anything else which is NOT a complaint. It was the perfect accompaniment to a hot day and full of mango flavour. I liked that it was more mango than yoghurt!!* my mom had also ordered a soup to start which she enjoyed. It appeared to be a scalding hot bowl with a tomato-y base with some mild curry and some chunks of veggies--I could make out tomato, sugar snap peas, and carrots. I should have tried some but it was too hot of a day for soup.Of all the dishes, I'd say the vindaloo was our least fave although it was still decent. Were it not for the coriander, I doubt the mild-ness would have carried this dish on its own but I guess that's what we get for ordering 3 chili-level heat. Lesson learned.The only real drawback was the washroom, which was pretty gross. Someone had left a mass of something or other in the women's toilet so that it could not be used or flushed, let alone stepping foot in there. If the washrooms were decent, I think that 5th star would have been earned but anyhow if you can hold it in 'til you get home, this place is definitely worth a visit if you've got a hankering for some good Indian food!!I can't say anything about the prices of individual dishes since I never looked at the menu but it was mentioned that the prices are typical for Indian food. I think our total was something like $70 (no alcohol; pre-tax and tip) and we all left pretty full. We tried to walk some of it off in the park but settled on some benches instead. For whatever reason, I thought Banjara might be a tad cheaper than other Indian restos but anyway, it's totally worth it. If you know you're getting decent food, you should expect to cough up at least what the others are charging.",2011-08-09,4.0,Toronto,4,0,2
